"","Orderid","Orderdatetime","Saleamount","Newcustomer","Position","Positiondatetime","Groupname","Networkname","Networkid","Brand","Positionname","DaysToConvert"
"267",11639011,"2012-05-01 20:23",108.31,"N",3,"2012-03-20 3:40","CPM","Armonix","nar7467","N","CONVERTER",41
"268",11639011,"2012-05-01 20:23",108.31,"N",2,"2012-03-20 3:40","CPM","Armonix","nar7467","N","ASSIST",41
"269",11639011,"2012-05-01 20:23",108.31,"N",1,"2012-03-20 3:40","CPM","Armonix","nar7467","N","ROSTER",41
"270",11639011,"2012-05-01 20:23",108.31,"N",0,"2012-03-15 2:05","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",46
"271",11639012,"2012-05-01 20:32",279.26,"N",5,"2012-05-01 3:08","CPM","Armonix","nar7467","N","CONVERTER",0
"272",11639012,"2012-05-01 20:32",279.26,"N",4,"2012-05-01 2:41","CPM","Armonix","nar7467","N","ASSIST",0
"273",11639012,"2012-05-01 20:32",279.26,"N",3,"2012-04-30 23:37","CPM","Armonix","nar7467","N","ROSTER",1
"274",11639012,"2012-05-01 20:32",279.26,"N",2,"2012-04-30 19:23","CPM","Adroll - adr","adr","N","ROSTER",1
"275",11639012,"2012-05-01 20:32",279.26,"N",1,"2012-04-30 19:23","CPM","Adroll - adr","adr","N","ROSTER",1
"276",11639012,"2012-05-01 20:32",279.26,"N",0,"2012-04-30 19:20","CPM","Adroll - adr","adr","N","ORIGINATOR",1
"277",11639075,"2012-05-01 20:46",205.16,"N",3,"2012-04-15 22:03","CPM","Acerno","acerno","N","CONVERTER",16
"278",11639075,"2012-05-01 20:46",205.16,"N",2,"2012-04-15 19:14","CPM","Acerno","acerno","N","ASSIST",16
"279",11639075,"2012-05-01 20:46",205.16,"N",1,"2012-04-08 22:09","CPM","Acerno","acerno","N","ROSTER",23
"280",11639075,"2012-05-01 20:46",205.16,"N",0,"2012-01-09 19:54","BUZZ AFFILIATE","Buy.at Buzz CPA","buyat","N","ORIGINATOR",112
"281",11639187,"2012-05-01 21:28",330,"Y",5,"2012-04-26 16:58","CPM","Acerno","acerno","N","CONVERTER",5
"282",11639187,"2012-05-01 21:28",330,"Y",4,"2012-04-24 21:42","CPM","Armonix","nar7467","N","ASSIST",7
"283",11639187,"2012-05-01 21:28",330,"Y",3,"2012-04-24 21:16","CPM","Mediawhiz","n62974792","N","ROSTER",7
"284",11639187,"2012-05-01 21:28",330,"Y",2,"2012-04-24 21:16","CPM","Mediawhiz","n62974792","N","ROSTER",7
"285",11639187,"2012-05-01 21:28",330,"Y",1,"2012-04-24 21:16","CPM","Mediawhiz","n62974792","N","ROSTER",7
"286",11639187,"2012-05-01 21:28",330,"Y",0,"2012-04-24 20:57","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",7
"287",11639234,"2012-05-01 21:41",326.92,"Y",5,"2012-05-01 21:32","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"288",11639234,"2012-05-01 21:41",326.92,"Y",4,"2012-03-31 17:17","CPM","Acerno","acerno","N","ASSIST",31
"289",11639234,"2012-05-01 21:41",326.92,"Y",3,"2012-03-31 1:12","CPM","Acerno","acerno","N","ROSTER",31
"290",11639234,"2012-05-01 21:41",326.92,"Y",2,"2012-03-31 1:01","CPM","Acerno","acerno","N","ROSTER",31
"291",11639234,"2012-05-01 21:41",326.92,"Y",1,"2012-02-18 21:36","CJ","Commission Junction","cj22","N","ROSTER",73
"292",11639234,"2012-05-01 21:41",326.92,"Y",0,"2012-02-18 21:22","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",73
"293",11639244,"2012-05-01 21:46",21.63,"N",8,"2012-05-01 0:38","CPM","Adroll - adr","adr","N","ASSIST",0
"294",11639244,"2012-05-01 21:46",21.63,"N",9,"2012-05-01 0:38","CPM","Armonix","nar7467","N","CONVERTER",0
"295",11639244,"2012-05-01 21:46",21.63,"N",7,"2012-05-01 0:36","CPM","Adroll - adr","adr","N","ROSTER",0
"296",11639244,"2012-05-01 21:46",21.63,"N",6,"2012-04-30 23:19","CPM","Armonix","nar7467","N","ROSTER",1
"297",11639244,"2012-05-01 21:46",21.63,"N",5,"2012-04-30 23:19","CPM","Armonix","nar7467","N","ROSTER",1
"298",11639244,"2012-05-01 21:46",21.63,"N",4,"2012-04-30 23:18","CPM","Armonix","nar7467","N","ROSTER",1
"299",11639244,"2012-05-01 21:46",21.63,"N",3,"2012-04-30 21:53","CJ","Commission Junction","cj22","N","ROSTER",1
"300",11639244,"2012-05-01 21:46",21.63,"N",2,"2012-04-30 12:37","CPM","Mediawhiz","n62974792","N","ROSTER",1
"301",11639244,"2012-05-01 21:46",21.63,"N",1,"2012-04-30 12:37","CPM","Mediawhiz","n62974792","N","ROSTER",1
"302",11639244,"2012-05-01 21:46",21.63,"N",0,"2012-04-30 12:37","CPM","Mediawhiz","n62974792","N","ORIGINATOR",1
"303",11639312,"2012-05-01 22:17",263.45,"Y",5,"2012-03-20 15:01","CPM","Acerno","acerno","N","CONVERTER",41
"304",11639312,"2012-05-01 22:17",263.45,"Y",4,"2012-03-20 15:00","CPM","Acerno","acerno","N","ASSIST",41
"305",11639312,"2012-05-01 22:17",263.45,"Y",3,"2012-03-17 2:04","CPM","Mediawhiz","n62974792","N","ROSTER",44
"306",11639312,"2012-05-01 22:17",263.45,"Y",2,"2012-03-17 2:03","CPM","Mediawhiz","n62974792","N","ROSTER",44
"307",11639312,"2012-05-01 22:17",263.45,"Y",1,"2012-03-17 2:03","CPM","Mediawhiz","n62974792","N","ROSTER",44
"308",11639312,"2012-05-01 22:17",263.45,"Y",0,"2012-02-12 2:19","Uncategorized","Uncategorized","uncategorized","N","ORIGINATOR",79
"317",11639344,"2012-05-01 22:23",211.71,"N",8,"2012-05-01 22:19","CJ","Commission Junction","cj22","N","CONVERTER",0
"318",11639344,"2012-05-01 22:23",211.71,"N",7,"2012-05-01 22:11","CJ","Commission Junction","cj22","N","ASSIST",0
"319",11639344,"2012-05-01 22:23",211.71,"N",6,"2012-05-01 15:28","CPM","Accordant","n6899541","N","ROSTER",0
"320",11639344,"2012-05-01 22:23",211.71,"N",5,"2012-05-01 15:25","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"321",11639344,"2012-05-01 22:23",211.71,"N",4,"2012-05-01 15:24","CPM","Adroll - adr","adr","N","ROSTER",0
"322",11639344,"2012-05-01 22:23",211.71,"N",3,"2012-05-01 15:24","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"323",11639344,"2012-05-01 22:23",211.71,"N",1,"2012-05-01 15:24","CPM","Adroll - adr","adr","N","ROSTER",0
"324",11639344,"2012-05-01 22:23",211.71,"N",2,"2012-05-01 15:24","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",0
"325",11639344,"2012-05-01 22:23",211.71,"N",0,"2012-05-01 15:24","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ORIGINATOR",0
"345",11639402,"2012-05-01 22:44",263.25,"Y",6,"2012-04-30 16:15","CPM","Adroll - adr","adr","N","CONVERTER",1
"346",11639402,"2012-05-01 22:44",263.25,"Y",5,"2012-04-30 16:13","CPM","Adroll - adr","adr","N","ASSIST",1
"347",11639402,"2012-05-01 22:44",263.25,"Y",4,"2012-04-26 5:50","CPM","Armonix","nar7467","N","ROSTER",5
"348",11639402,"2012-05-01 22:44",263.25,"Y",3,"2012-04-26 5:50","CPM","Armonix","nar7467","N","ROSTER",5
"349",11639402,"2012-05-01 22:44",263.25,"Y",2,"2012-04-25 5:24","CPM","Armonix","nar7467","N","ROSTER",6
"350",11639402,"2012-05-01 22:44",263.25,"Y",1,"2012-04-23 21:47","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast URL Options > medifast.com","g001200","Y","ROSTER",8
"351",11639402,"2012-05-01 22:44",263.25,"Y",0,"2012-04-23 21:36","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",8
"357",11639508,"2012-05-01 23:31",173,"Y",1,"2012-05-01 23:10","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"358",11639508,"2012-05-01 23:31",173,"Y",0,"2012-05-01 23:08","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"368",11639544,"2012-05-01 23:42",81.66,"N",2,"2012-05-01 23:33","CPM","Adroll - adr","adr","N","CONVERTER",0
"369",11639544,"2012-05-01 23:42",81.66,"N",1,"2012-05-01 23:30","CPM","Adroll - adr","adr","N","ASSIST",0
"370",11639544,"2012-05-01 23:42",81.66,"N",0,"2012-05-01 23:26","CPM","Magnetic","h987mag","N","ORIGINATOR",0
"371",11639576,"2012-05-01 23:52",261.06,"N",5,"2012-05-01 23:36","CPM","Armonix","nar7467","N","CONVERTER",0
"372",11639576,"2012-05-01 23:52",261.06,"N",4,"2012-05-01 23:36","CPM","Armonix","nar7467","N","ASSIST",0
"373",11639576,"2012-05-01 23:52",261.06,"N",3,"2012-04-14 15:28","CPM","Mediawhiz","n62974792","N","ROSTER",17
"374",11639576,"2012-05-01 23:52",261.06,"N",2,"2012-04-12 23:28","CPM","Mediawhiz","n62974792","N","ROSTER",19
"375",11639576,"2012-05-01 23:52",261.06,"N",1,"2012-04-12 23:28","CPM","Mediawhiz","n62974792","N","ROSTER",19
"376",11639576,"2012-05-01 23:52",261.06,"N",0,"2012-03-22 18:40","PRINT - MAGAZINES","MedifastBook.com","medifastbook.com","N","ORIGINATOR",39
"377",11639613,"2012-05-02 0:16",330,"Y",1,"2012-04-30 22:34","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",2
"378",11639613,"2012-05-02 0:16",330,"Y",0,"2012-04-30 22:26","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",2
"379",11639618,"2012-05-02 0:15",315,"Y",6,"2012-04-30 2:17","CPM","Armonix","nar7467","N","CONVERTER",2
"380",11639618,"2012-05-02 0:15",315,"Y",5,"2012-04-28 22:44","CPM","Mediawhiz","n62974792","N","ASSIST",4
"381",11639618,"2012-05-02 0:15",315,"Y",4,"2012-04-28 21:57","CPM","Mediawhiz","n62974792","N","ROSTER",4
"382",11639618,"2012-05-02 0:15",315,"Y",3,"2012-04-28 21:53","CPM","Mediawhiz","n62974792","N","ROSTER",4
"383",11639618,"2012-05-02 0:15",315,"Y",2,"2012-04-28 21:43","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",4
"384",11639618,"2012-05-02 0:15",315,"Y",1,"2012-04-27 1:35","PRINT - MAGAZINES","GetMedifast.com","getmedifast.com","N","ROSTER",5
"385",11639618,"2012-05-02 0:15",315,"Y",0,"2012-04-24 2:29","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",8
"386",11639623,"2012-05-02 0:25",178.29,"Y",1,"2012-05-02 0:03","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"387",11639623,"2012-05-02 0:25",178.29,"Y",0,"2012-05-02 0:00","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast.com","brand8155msn","Y","ORIGINATOR",0
"398",11639664,"2012-05-02 0:26",276.23,"N",7,"2012-05-01 21:50","CPM","Mediawhiz","n62974792","N","CONVERTER",1
"399",11639664,"2012-05-02 0:26",276.23,"N",6,"2012-05-01 21:50","CPM","Mediawhiz","n62974792","N","ASSIST",1
"400",11639664,"2012-05-02 0:26",276.23,"N",5,"2012-05-01 21:48","CPM","Mediawhiz","n62974792","N","ROSTER",1
"401",11639664,"2012-05-02 0:26",276.23,"N",4,"2012-05-01 21:48","CPM","Adroll - adr","adr","N","ROSTER",1
"402",11639664,"2012-05-02 0:26",276.23,"N",3,"2012-05-01 21:48","CPM","Adroll - adr","adr","N","ROSTER",1
"403",11639664,"2012-05-02 0:26",276.23,"N",2,"2012-05-01 21:46","CPM","Mediawhiz","n62974792","N","ROSTER",1
"404",11639664,"2012-05-02 0:26",276.23,"N",1,"2012-05-01 21:46","CPM","Adroll - adr","adr","N","ROSTER",1
"405",11639664,"2012-05-02 0:26",276.23,"N",0,"2012-05-01 21:46","CPM","Adroll - adr","adr","N","ORIGINATOR",1
"410",11639803,"2012-05-02 1:16",236.2,"Y",6,"2012-05-02 0:00","CPM","Armonix","nar7467","N","CONVERTER",0
"411",11639803,"2012-05-02 1:16",236.2,"Y",5,"2012-05-01 23:59","CPM","Armonix","nar7467","N","ASSIST",1
"412",11639803,"2012-05-02 1:16",236.2,"Y",4,"2012-05-01 23:59","CPM","Armonix","nar7467","N","ROSTER",1
"413",11639803,"2012-05-02 1:16",236.2,"Y",3,"2012-05-01 2:16","CPM","AOL - February 2011","N9457P1A","N","ROSTER",1
"414",11639803,"2012-05-02 1:16",236.2,"Y",2,"2012-04-29 22:10","CPM","Armonix","nar7467","N","ROSTER",3
"415",11639803,"2012-05-02 1:16",236.2,"Y",1,"2012-04-29 21:20","CPM","Armonix","nar7467","N","ROSTER",3
"416",11639803,"2012-05-02 1:16",236.2,"Y",0,"2012-04-29 14:52","CPM","Armonix","nar7467","N","ORIGINATOR",3
"417",11639823,"2012-05-02 1:13",60.53,"N",3,"2012-04-30 23:15","CPM","Armonix","nar7467","N","CONVERTER",2
"418",11639823,"2012-05-02 1:13",60.53,"N",2,"2012-04-25 5:25","CPM","Mediawhiz","n62974792","N","ASSIST",7
"419",11639823,"2012-05-02 1:13",60.53,"N",1,"2012-04-25 4:20","CPM","Mediawhiz","n62974792","N","ROSTER",7
"420",11639823,"2012-05-02 1:13",60.53,"N",0,"2012-04-25 3:18","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",7
"421",11639898,"2012-05-02 1:40",268.36,"Y",3,"2012-05-02 1:23","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"422",11639898,"2012-05-02 1:40",268.36,"Y",2,"2012-05-02 1:23","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"423",11639898,"2012-05-02 1:40",268.36,"Y",1,"2012-05-02 1:22","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"424",11639898,"2012-05-02 1:40",268.36,"Y",0,"2012-05-02 1:12","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast >  about medifast","brand3357msn","Y","ORIGINATOR",0
"425",11639925,"2012-05-02 1:51",161.16,"N",2,"2012-05-02 1:14","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"426",11639925,"2012-05-02 1:51",161.16,"N",1,"2012-05-02 1:10","CPM","Mediawhiz","n62974792","N","ASSIST",0
"427",11639925,"2012-05-02 1:51",161.16,"N",0,"2012-05-02 1:10","CPM","AOL - February 2011","N9457P1A","N","ORIGINATOR",0
"428",11639983,"2012-05-02 2:23",354.95,"Y",3,"2012-05-01 11:35","CPM","Armonix","nar7467","N","CONVERTER",1
"429",11639983,"2012-05-02 2:23",354.95,"Y",2,"2012-05-01 3:39","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ASSIST",1
"430",11639983,"2012-05-02 2:23",354.95,"Y",1,"2012-05-01 3:38","CPM","Armonix","nar7467","N","ROSTER",1
"431",11639983,"2012-05-02 2:23",354.95,"Y",0,"2012-05-01 3:02","OTHER","MedifastHealth.com - Portal","medifasthealth","Y","ORIGINATOR",1
"432",11640023,"2012-05-02 2:22",308.52,"N",4,"2012-04-18 22:32","CPM","Armonix","nar7467","N","CONVERTER",14
"433",11640023,"2012-05-02 2:22",308.52,"N",3,"2012-04-18 22:31","CPM","Armonix","nar7467","N","ASSIST",14
"434",11640023,"2012-05-02 2:22",308.52,"N",2,"2012-04-18 22:31","CPM","Armonix","nar7467","N","ROSTER",14
"435",11640023,"2012-05-02 2:22",308.52,"N",1,"2012-04-15 23:18","CPM","Mediawhiz","n62974792","N","ROSTER",17
"436",11640023,"2012-05-02 2:22",308.52,"N",0,"2012-04-15 17:36","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",17
"437",11640045,"2012-05-02 2:30",394.64,"N",7,"2012-04-30 15:36","CPM","Accordant","n6899541","N","CONVERTER",2
"438",11640045,"2012-05-02 2:30",394.64,"N",6,"2012-04-30 10:10","CPM","Acerno","acerno","N","ASSIST",2
"439",11640045,"2012-05-02 2:30",394.64,"N",5,"2012-04-29 22:02","CPM","Acerno","acerno","N","ROSTER",3
"440",11640045,"2012-05-02 2:30",394.64,"N",4,"2012-04-29 17:09","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",3
"441",11640045,"2012-05-02 2:30",394.64,"N",3,"2012-04-01 22:45","CPM","Acerno","acerno","N","ROSTER",31
"442",11640045,"2012-05-02 2:30",394.64,"N",2,"2012-03-25 19:19","CPM","Acerno","acerno","N","ROSTER",37
"443",11640045,"2012-05-02 2:30",394.64,"N",1,"2011-12-31 13:27","CPM","Acerno","acerno","N","ROSTER",122
"444",11640045,"2012-05-02 2:30",394.64,"N",0,"2011-12-11 22:57","OTHER","MedifastHealth.com - Portal","medifasthealth","Y","ORIGINATOR",141
"445",11640053,"2012-05-02 2:33",341.44,"Y",1,"2012-05-02 2:25","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"446",11640053,"2012-05-02 2:33",341.44,"Y",0,"2012-05-02 2:19","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"447",11640074,"2012-05-02 2:43",177.93,"Y",4,"2012-05-02 2:37","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"448",11640074,"2012-05-02 2:43",177.93,"Y",3,"2012-05-02 2:34","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupons","g001158","Y","ASSIST",0
"449",11640074,"2012-05-02 2:43",177.93,"Y",2,"2012-04-28 23:26","CPM","Mediawhiz","n62974792","N","ROSTER",4
"450",11640074,"2012-05-02 2:43",177.93,"Y",1,"2012-04-28 23:26","CPM","Mediawhiz","n62974792","N","ROSTER",4
"451",11640074,"2012-05-02 2:43",177.93,"Y",0,"2012-04-28 17:24","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",4
"460",11640137,"2012-05-02 3:08",145.29,"Y",2,"2012-05-02 2:56","CPM","Armonix","nar7467","N","CONVERTER",0
"461",11640137,"2012-05-02 3:08",145.29,"Y",1,"2012-05-02 2:55","CPM","Armonix","nar7467","N","ASSIST",0
"462",11640137,"2012-05-02 3:08",145.29,"Y",0,"2012-05-02 2:44","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ORIGINATOR",0
"463",11640178,"2012-05-02 3:34",358.9,"Y",4,"2012-05-01 20:41","CPM","Adroll - adr","adr","N","CONVERTER",1
"464",11640178,"2012-05-02 3:34",358.9,"Y",3,"2012-05-01 5:34","CPM","Adroll - adr","adr","N","ASSIST",1
"465",11640178,"2012-05-02 3:34",358.9,"Y",2,"2012-04-29 12:29","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",3
"466",11640178,"2012-05-02 3:34",358.9,"Y",1,"2012-04-29 12:24","BUZZ AFFILIATE","ValueClick CPA","vc225","N","ROSTER",3
"467",11640178,"2012-05-02 3:34",358.9,"Y",0,"2012-04-29 12:22","CPM","Mediawhiz","n62974792","N","ORIGINATOR",3
"470",11640255,"2012-05-02 3:57",667.72,"N",2,"2012-04-30 4:37","CPM","Acerno","acerno","N","CONVERTER",2
"471",11640255,"2012-05-02 3:57",667.72,"N",1,"2012-04-30 1:10","CPM","Adroll - adr","adr","N","ASSIST",2
"472",11640255,"2012-05-02 3:57",667.72,"N",0,"2012-04-30 0:00","CPM","Acerno","acerno","N","ORIGINATOR",2
"480",11640278,"2012-05-02 4:17",353.27,"Y",5,"2012-05-02 2:56","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",0
"481",11640278,"2012-05-02 4:17",353.27,"Y",4,"2012-05-02 2:56","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ASSIST",0
"482",11640278,"2012-05-02 4:17",353.27,"Y",3,"2012-05-02 2:56","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"483",11640278,"2012-05-02 4:17",353.27,"Y",2,"2012-05-02 2:53","CPM","Adroll - adr","adr","N","ROSTER",0
"484",11640278,"2012-05-02 4:17",353.27,"Y",1,"2012-05-02 2:29","CJ","Commission Junction","cj22","N","ROSTER",0
"485",11640278,"2012-05-02 4:17",353.27,"Y",0,"2012-05-02 2:29","CJ","Commission Junction","cj22","N","ORIGINATOR",0
"494",11640314,"2012-05-02 5:29",416.27,"Y",6,"2012-05-01 22:42","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","CONVERTER",1
"495",11640314,"2012-05-02 5:29",416.27,"Y",5,"2012-05-01 22:29","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000793","Y","ASSIST",1
"496",11640314,"2012-05-02 5:29",416.27,"Y",4,"2012-01-11 22:45","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast Coupons > medifast coupons","g001158","Y","ROSTER",111
"497",11640314,"2012-05-02 5:29",416.27,"Y",3,"2012-01-11 22:44","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",111
"498",11640314,"2012-05-02 5:29",416.27,"Y",2,"2012-01-05 0:23","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ROSTER",117
"499",11640314,"2012-05-02 5:29",416.27,"Y",1,"2012-01-02 0:43","CPM","Acerno","acerno","N","ROSTER",120
"500",11640314,"2012-05-02 5:29",416.27,"Y",0,"2012-01-01 18:21","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",121
"501",11640349,"2012-05-02 5:20",30.43,"N",5,"2012-05-02 3:35","CPM","Mediawhiz","n62974792","N","CONVERTER",0
"502",11640349,"2012-05-02 5:20",30.43,"N",4,"2012-05-02 3:35","CPM","Mediawhiz","n62974792","N","ASSIST",0
"503",11640349,"2012-05-02 5:20",30.43,"N",3,"2012-05-02 3:28","CPM","Mediawhiz","n62974792","N","ROSTER",0
"504",11640349,"2012-05-02 5:20",30.43,"N",2,"2012-05-02 3:24","CPM","Armonix","nar7467","N","ROSTER",0
"505",11640349,"2012-05-02 5:20",30.43,"N",1,"2012-05-02 3:24","CPM","Armonix","nar7467","N","ROSTER",0
"506",11640349,"2012-05-02 5:20",30.43,"N",0,"2012-05-02 3:23","CPM","Armonix","nar7467","N","ORIGINATOR",0
"507",11640392,"2012-05-02 6:36",642,"N",1,"2012-05-02 6:08","CPM","AOL - February 2011","N9457P1A","N","CONVERTER",0
"508",11640392,"2012-05-02 6:36",642,"N",0,"2012-05-02 5:58","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",0
"509",11642984,"2012-05-02 10:23",269.56,"Y",3,"2012-05-02 10:09","CJ","Commission Junction","cj22","N","CONVERTER",0
"510",11642984,"2012-05-02 10:23",269.56,"Y",2,"2012-05-02 10:09","CJ","Commission Junction","cj22","N","ASSIST",0
"511",11642984,"2012-05-02 10:23",269.56,"Y",1,"2012-05-02 10:06","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ROSTER",0
"512",11642984,"2012-05-02 10:23",269.56,"Y",0,"2012-05-02 10:06","BUZZ AFFILIATE","Buzz CPA Affiliate","buzz23","N","ORIGINATOR",0
"513",11643030,"2012-05-02 11:57",213.49,"Y",4,"2012-04-30 12:14","CPM","Armonix","nar7467","N","CONVERTER",2
"514",11643030,"2012-05-02 11:57",213.49,"Y",3,"2012-04-30 12:08","CPM","Mediawhiz","n62974792","N","ASSIST",2
"515",11643030,"2012-05-02 11:57",213.49,"Y",2,"2012-04-29 12:16","CPM","Armonix","nar7467","N","ROSTER",3
"516",11643030,"2012-05-02 11:57",213.49,"Y",1,"2012-04-29 12:15","CPM","Armonix","nar7467","N","ROSTER",3
"517",11643030,"2012-05-02 11:57",213.49,"Y",0,"2012-04-29 4:07","CPM","Armonix","nar7467","N","ORIGINATOR",3
"518",11643087,"2012-05-02 12:44",91.81,"Y",5,"2012-04-19 12:54","CPM","AOL - February 2011","N9457P1A","N","CONVERTER",13
"519",11643087,"2012-05-02 12:44",91.81,"Y",4,"2012-04-03 16:18","CPM","Mediawhiz","n62974792","N","ASSIST",29
"520",11643087,"2012-05-02 12:44",91.81,"Y",3,"2012-04-03 16:15","CPM","Mediawhiz","n62974792","N","ROSTER",29
"521",11643087,"2012-05-02 12:44",91.81,"Y",2,"2012-04-03 16:15","CPM","Mediawhiz","n62974792","N","ROSTER",29
"522",11643087,"2012-05-02 12:44",91.81,"Y",1,"2012-04-03 15:10","CPM","Adroll - adr","adr","N","ROSTER",29
"523",11643087,"2012-05-02 12:44",91.81,"Y",0,"2012-04-02 15:13","SEARCH MSN BRAND","Medifast Brand Terms >  Medifast URL Options >  medifast.com","brand8155msn","Y","ORIGINATOR",30
"524",11643099,"2012-05-02 12:53",115.05,"N",5,"2012-04-23 1:12","CPM","Armonix","nar7467","N","CONVERTER",9
"525",11643099,"2012-05-02 12:53",115.05,"N",4,"2012-04-15 19:28","CPM","Acerno","acerno","N","ASSIST",17
"526",11643099,"2012-05-02 12:53",115.05,"N",3,"2012-04-15 16:07","CPM","Armonix","nar7467","N","ROSTER",17
"527",11643099,"2012-05-02 12:53",115.05,"N",2,"2012-04-01 14:53","CPM","Armonix","nar7467","N","ROSTER",31
"528",11643099,"2012-05-02 12:53",115.05,"N",1,"2012-03-22 23:54","CPM","Armonix","nar7467","N","ROSTER",40
"529",11643099,"2012-05-02 12:53",115.05,"N",0,"2012-02-22 13:50","SEARCH GOOGLE BRAND","G: Medifast Brand Terms > Medifast > ","g000791","Y","ORIGINATOR",70
"530",11643135,"2012-05-02 13:14",399.15,"N",1,"2012-05-02 13:10","SEARCH GOOGLE NON-BRAND","G: Retargeting > General Retargeting > ","g001372","N","CONVERTER",0
